name	HU_neg_017	HU_neg_028	HU_neg_034	HU_neg_051	HU_neg_060	HU_neg_078	HU_neg_091	HU_neg_093	HU_neg_099	HU_neg_110	HU_neg_130	HU_neg_134	HU_neg_138	HU_neg_149	HU_neg_152	HU_neg_175	HU_neg_178	HU_neg_185	HU_neg_204	HU_neg_208	QC1_001	QC1_002	QC1_003	QC1_005	QC1_006	QC1_008	QC1_009	QC1_011	QC1_012	QC1_014
M221T324	16762.932054355	410175.590607588	440615.624422241	3426.47785881242	167403.285379904	232058.767076816	1005779.59800742	720417.004881815	259382.505653161	0	2304599.59039063	1212961.13191883	960119.770457384	335250.41070146	103524.294478294	968661.240371942	1545257.92500928	35928.0990259271	294834.431125346	52861.3933295355	467672.741040039	580157.033207031	465402.175973103	506998.221347168	591789.790657968	504926.548290939	392509.527905419	324640.198347156	302260.696659834	206279.476687958
M222T505	56221.9771037654	1146655.42502083	94860.3136082589	73822.2389981398	1107500.89305625	2261049.79141344	818861.42454126	20508.4201662481	3871760.22717555	169264.613913318	286366.69195896	858406.705377023	1543167.03163948	733114.685236032	368174.163154691	338147.077457137	760117.22733843	106541.59617327	604395.412888874	84994.3451198732	825589.281438087	908447.671611871	928503.313994629	831591.724855024	846075.659169672	728907.184883303	667468.001096752	653435.821278078	548322.479756756	445304.757316806
M222T362	44194.0508306499	520425.957286406	427041.178003628	79271.6588652821	390854.392141822	283735.240950892	526286.997941792	2801036.93576193	2039562.2595038	219578.023134082	2145417.85986128	499498.641728586	406969.643037538	1187392.12695909	333319.712778808	217779.246022136	669561.192801384	560577.286134169	1114652.19277988	383159.82490594	1482093.48646326	1429377.46915725	1537595.06953279	1470247.56687239	1416012.7631783	1161628.2367846	1111436.17550221	901640.252067812	776668.769905189	620269.797897734
M223T112	238023.881368862	186696.478473082	2219607.18656816	185389.989189567	944810.101392761	2257089.08234405	1252023.44279466	785972.695279434	1971402.97811691	142700.462552464	1249046.86166091	1718704.31659101	2148226.57367436	2174686.74302155	1854715.07652345	3787306.34514352	4400833.97767614	1928699.99574553	691781.470002967	635898.828487962	2191277.50019562	2184650.28545941	2217763.61739488	2299199.18802754	2410095.044875	2066080.88607582	1839292.2444198	1560470.28843164	1580846.03405202	1108675.74148763
M223T459	32382.6242273233	799645.405258395	292921.596841206	34370.9104314313	1612089.09240181	985517.245654561	678636.527574574	520371.185528581	2884928.24458332	71132.6203038388	166412.757898193	1399969.22975935	1291999.87532227	227553.162258027	341084.728740223	1265972.88830554	350364.161041552	70774.1667910563	237200.914875025	84552.1000980469	536348.832249903	467691.884053961	503238.574634674	472592.256621513	477422.480207186	391188.090114257	380801.121530407	347024.241535931	317697.781806364	241039.367894532
M224T314	636416.324580817	1018416.34782893	9376863.94491518	604466.070219785	2738871.64276481	4080676.11945399	3523689.04513408	3240194.10791048	16999234.202439	1316475.75194108	3233911.81665431	3471255.22296277	2619500.32852105	1371023.40105662	1581002.13267886	11767432.4602591	4939056.07484682	498953.789185026	1423320.0182445	632378.081923873	4318478.07259997	4055205.82555323	4019771.81691807	3798599.77441896	4053751.29405763	3139489.81941021	3021960.32896816	2675256.42997358	2360616.80146048	1662563.66994513
M224T67	115199.910434007	394932.061680664	416019.210159871	80888.9427368923	919524.536437303	332880.921035391	154287.39609134	82983.9672346929	403593.192950583	164514.658374103	210081.512765845	241570.205655867	786372.076266354	742138.915040539	532744.918804024	391585.925289175	354964.524041703	101676.289898588	1061909.19111467	183048.842478725	461917.648639691	541827.34972916	484074.789710509	551657.426421185	532927.001022306	468225.269849744	399579.593522043	399201.060826606	345650.036736229	278744.498780736
M225T281	617884.128100586	1544000.65060469	1235044.57071885	278826.182186851	2055764.33958089	1479329.74030523	1845224.96382143	1077269.91157853	1514262.00957559	663706.068196931	1420471.5349623	1371767.64832513	1072586.1139342	1625959.39205669	2126816.80679576	1198124.39621295	1074130.39887056	319360.545587677	1254463.93160157	257015.169268663	2033715.9336818	1949730.57358	1981069.85780424	1867886.52645567	2004907.29697947	1509351.31386881	1443193.90370482	1220208.23917074	1078772.01061761	822815.054225463
M225T436	1198194.78773908	2744846.05273174	732004.666170574	300932.055163038	1022095.4712167	3991954.45554873	1335824.99978746	339062.713418755	2142043.62767754	254268.926949878	797100.904126864	2027642.18718839	4017445.81836057	2427499.57217082	863314.585271874	437730.537317158	800415.405504659	173414.357485797	457064.322233116	459170.203179626	1693623.29784243	1620818.88912656	1607593.28278985	1587600.02039737	1474189.36247174	1300403.92673772	1238641.36794113	1054980.96483945	966100.207184926	791797.984371441
M225T129	1605891.32324337	1520115.5511169	1079844.38867775	149745.068699228	7333297.01422159	5245443.08182954	3176819.16883988	4347598.16588207	8604201.23651592	5348656.17491992	5011755.44546132	20788473.4192909	23702948.6400577	5628075.02645257	1838038.60693582	4177771.02663962	6131115.39752123	142947.234596962	4498396.65830593	400597.073134565	12931806.2461244	11686015.7606892	11812235.8803261	10668005.5056536	10637450.5721931	8770398.14106066	8183013.76367109	6605015.84507235	5819004.35683351	4524632.56049686
M226T1021	565594.413499325	645511.43187815	602164.001200227	877734.192304688	875004.481210294	960681.689746721	1013337.17828637	1005035.23066504	1096219.05008997	1066985.96337122	1037222.14677996	955533.610800779	1013911.8257966	891142.231218925	956321.474631485	924756.674666549	856479.799322416	818336.273296873	724495.457818605	736831.101633298	610946.531337888	659383.011420741	865963.534419103	1053632.72448963	1091625.94383464	1033468.19322415	1082049.8738269	935353.149646222	886274.893445542	760653.698268265
M226T409	32897.2551146627	3777337.27773479	82299.7977864582	92911.0251562502	7550624.21467862	996917.809118018	1539215.54446156	106771.979018578	996568.758417969	2035484.45373519	187325.54692157	7417936.5033317	3824069.32802349	1410607.95636182	488569.055695159	321073.747542352	214907.277818597	22824.0551723904	3882272.53223736	13047.9368986529	1404574.08123926	1442595.74605586	1661842.92449824	1621956.85616599	1647676.28481801	1533271.0887219	1386136.08230424	1294513.80282151	1094394.81001195	876793.384807261
M227T327	175455.478543294	1863302.85686002	1801762.90858236	1100018.11905128	2615815.86134522	1606754.07875085	1288572.08740756	2001321.09196156	752904.152183822	270791.27871107	3842311.11828662	621358.043156798	1966105.06214569	1081015.45501444	1450445.90120847	490348.401334801	718850.396939348	168332.814466146	1431816.16815426	360280.641651041	1958639.58829549	1918318.35441894	1859415.79458557	1634815.47445331	1631232.70733932	1223793.90891947	1114485.93077344	942739.447735589	767556.606870056	513839.122459309
M227T56	904099.026486798	817687.278801918	1179873.3136698	700171.760534872	1760420.10938493	1356880.1158176	1756724.13188044	1711540.06339141	1881803.07934268	658030.527033395	1376721.8676152	1454758.93588092	2669831.74422684	993376.856692766	677211.937315876	724005.908589096	1477696.9479579	421685.122364209	468724.123929121	202728.771471701	1934302.94237779	1762446.4690683	1593970.38363786	1440303.8070719	1532541.21182949	1156840.14681767	1051299.29519323	889729.820312196	780728.967864893	595834.266218279
M227T497	214290.457401824	1737210.33401156	283415.38370475	15711.0113625644	2188010.05310877	2290859.48302572	1436547.40508116	260730.633790856	3000653.84347931	461699.591432012	973266.577227273	4686027.21574387	734580.582793213	159226.281891956	1257124.45738034	84680.5474483643	606025.457796819	34420.714161319	167062.274538487	408040.523557882	1156674.295856	1225596.62334471	1261734.27926258	1193992.3307321	1218416.82048681	1018316.14915676	966344.932502692	812737.275764036	806989.384199016	649578.589839171
M228T264	1847628.13249576	20250212.8261445	3955639.99152217	1580107.96708132	48586083.6812562	9715290.99740792	15181940.7522383	6868003.9812092	5246135.08536761	9978307.92848664	6534887.19848714	11562266.4788924	13542793.3929868	17229679.7183086	14215598.286713	7088070.51820072	11233950.0314346	4517493.63852681	7373432.56395702	6171072.28740769	15173725.8542389	13831233.8107967	15867040.1516122	14955271.030008	15128950.5217578	12345515.3549679	12135499.1988974	10262863.1402173	9757616.49961606	7072268.97050995
M229T52	449503.000900879	272461.35454012	509682.682396823	427455.402001783	262495.663105832	345337.378386597	272428.96435577	192691.006319858	329525.819188048	335782.844405247	223541.593571109	182542.516856846	219989.545543259	151874.203967233	285550.386477379	152140.109412829	157612.424358255	190048.514230486	39717.2727865842	163804.225880391	296061.272012949	340462.583451056	312062.550866552	294618.250933193	307739.314752153	257949.443802456	260264.092765969	213081.96196512	211782.59822087	176353.869923654
M229T266	141877.055780785	1794825.77789453	305342.567092343	128584.504134859	4005360.15780222	1968857.08653901	1228879.2630312	447168.821993118	637259.524099657	821363.570383522	520625.167447627	877976.499288365	1325495.35157375	1813351.1050329	1658057.78523321	901234.548720296	1577816.56775498	402436.929321571	690244.324274902	498496.869026556	1236117.03180137	1262921.4022344	1370261.1918192	1334827.3685	1353100.26182275	1147653.64048626	1124701.22211328	946663.385311203	907671.143579125	674216.69886155
M229T438	29054.7489500477	1618361.11931607	1114461.37128825	2979905.82440993	945634.336216075	1741997.36993367	2894946.84958452	1978082.8527584	1815705.51052279	867395.023355937	2617761.54519141	5947058.19579077	1244276.04958957	273148.936553163	3011988.99993164	158794.015636988	3163689.63032183	257374.430712558	10170586.8773595	391559.498781457	1630905.89043516	1815083.23644785	1927751.61312623	931202.609879267	1954876.41335351	1751777.50906857	1525721.38087862	1518022.06481256	1334781.57584407	1156486.72224636
M230T239	237578.873091855	322046.152039285	183166.600192001	147474.091125944	446612.897564824	862821.482019857	464937.239141026	29448.0984423717	954198.614572982	90546821.5630944	448470.719493455	236591.491748827	1134532.09917441	1017051.31489208	1202716.16771389	915814.621134427	629738.043966659	323583.912252892	288889.659866092	105827.128269747	705124.722909286	31054221.9541391	702585.899315647	29417994.1276564	659605.793334961	569784.663239909	565562.65971304	504775.670542881	456148.684928744	336658.40665127
M230T339	739135.950803329	8322035.19049119	99559.8777402343	1056101.92338659	4918567.40346143	420011.621437737	4387179.99954443	34230.9161303033	598302.101737996	253651.445816378	1249379.93610197	16927035.0111831	711584.1032062	881544.883700677	1995556.56688467	1407342.56359164	187326.094539062	400194.426636412	893318.052328332	125284.146831871	471437.862129897	503794.38242272	485131.481319661	502702.454444468	472597.79540055	458825.139056291	416553.19865307	3475371.53127282	316567.224377337	266406.920464878
M231T51	179282.857871503	135936.620713129	196451.71155919	200057.465454545	184544.193124475	238314.705384735	178728.462994582	105678.938232875	189921.524311006	202466.538999597	121005.503423551	123903.001328069	135253.118288918	96600.9001036206	178338.270138797	98994.7981452198	88801.2930477037	119082.302890193	27372.1154588216	100387.831685703	200723.585265412	195146.149151413	204517.232601186	201192.195821528	187883.835133636	159828.969197367	161525.582203021	132602.075851449	139761.459228906	109710.820013812
M231T332	843101.28065957	4789926.47338587	4282991.81021642	288915.091521715	9624484.57625674	4463922.20335667	8922626.43455971	7830916.12474602	7659577.10830508	1933522.24270411	13840879.7317912	25053565.9475336	7107928.67455575	6637210.0111834	5993425.27022856	3522240.61462709	18278682.9193737	427931.3494943	6722859.49328107	1317337.92462393	6626305.41602923	6593488.88776179	6641300.40808887	7382648.37505555	8921034.15134317	7855502.99609866	7143618.90309593	6414829.69665133	6008519.35814226	4675955.99540033
M232T1019	552399.37597139	471917.504554063	439864.650365491	518527.646386798	459313.256849645	460001.420968263	518932.462077824	501195.221191825	488360.167024309	495587.489511717	424066.578982716	453267.526953124	439744.227773622	420964.201873553	412797.004835793	398514.513710571	362642.174257813	360606.884951171	308040.786468036	305411.150969131	488875.662217756	541581.151281588	547971.130862305	496855.768665874	490330.149662916	460256.161867154	432916.923483131	400277.217897018	385568.65695613	304857.742481905
M232T300	226714.660761886	391178.031556784	229155.389886456	52669.9911411254	521309.103593177	462979.34416504	825119.122789073	196923.647644311	1648142.62112236	3856282.05854852	207647.12103705	278195.266317348	762895.950082553	282756.896067301	517405.022671067	283168.975066271	1231009.94358533	64542.5437249677	662669.2279514	226518.797726074	1357441.78808001	1415503.54062483	1412194.84195758	1360985.78336275	1405038.81149827	1174316.00290868	1088489.79415415	1031776.81594992	840668.821732245	689243.721947021
M233T53	704816.656007522	898136.682841373	703755.680983274	503806.888115242	790412.183993518	795934.037141423	611414.274033333	519012.341737704	802240.153209934	648559.057986311	627412.3017985	699447.421744347	501205.21146824	687948.047120719	680029.086982501	592490.760113256	385097.949224496	300089.644312667	2387991.78191092	471257.99192135	828287.696071121	872169.78792312	858261.336077477	821787.765612724	890154.546615689	786428.126374866	741428.797417963	698878.725078773	649151.969450894	556027.954170376
M233T277	180223.963103353	1738105.8425918	4595644.98113364	44937.8559666126	3118595.47613786	1963872.43632353	5733809.18795294	2400862.12805092	15462497.3644551	945689.116750016	3300336.62274812	3426150.42735826	1451752.33801578	2164353.28564272	1858090.18147584	17185760.30996	5993946.24140855	311569.822632729	1246368.49501015	739599.622782801	2729027.61907434	2531113.24364103	2545525.34123283	2756859.05143276	2894491.60122578	2392063.02885287	2296711.71048516	2104675.53749121	1844486.30831085	1530458.42926067
M233T408	32245.5771421596	812752.863144207	146526.676584635	2713.3818046875	753794.157209118	905155.554303711	132033.47272168	6720.56394840891	477856.566332032	322664.005372595	66699.4876720093	2078852.62779541	2286976.84118081	285170.409757666	260146.994233301	170274.750323139	89914.4134205229	13536.846322998	277591.751989095	40083.4587447725	373806.305035714	303085.784739072	420483.667911046	312821.942222703	256597.885303318	229479.754135056	212935.728540234	159912.673809195	153945.692990908	135921.346898724
M236T1022	7322155.38402216	6449747.82699028	6435923.24273312	8309814.35159911	7541160.34620534	7747788.94829661	8452418.6033581	8727293.96534524	9098240.11908773	9128180.35647179	8166289.88652153	7990752.80555598	7860847.22598875	7582670.10013063	7752782.31491669	7401896.36810937	6738332.62709862	6756760.34583334	5322292.96078125	5806712.36393231	7108202.90635912	7454448.16213046	8188535.46790326	9164693.14401462	9987764.96418399	8768945.74231175	8702618.22952102	7908049.87191738	7599883.06770835	5442180.55136055
M237T426	441736.935333203	2702704.22092805	1085128.05389247	117559.308526611	2514291.99202528	1518463.64610397	1736982.60245331	745572.819525867	2923393.45161216	513847.314921193	704418.333114356	2587934.78966221	1049363.70329937	1614885.79666188	7379891.60235855	1283319.19189318	1355327.4830435	251348.598839572	5317685.96866853	222316.45210969	2348395.16925293	2203104.18019043	2464314.80334158	2467802.90284863	2433121.28302019	2005832.96429054	1824123.97588297	1716328.28074611	1436362.32500499	1307441.85113402
M239T49	150403.380132602	721966.151021422	327670.538561701	102647.523362804	493969.985634249	550270.654349777	766643.794953582	153286.190198751	719045.426838453	188584.33445542	684068.780970649	613383.246947084	561791.814619954	787829.348052408	551177.337168169	400633.772869716	357569.223589542	196276.323928887	91406.686013788	92874.8789286535	736182.200563588	648658.351158993	608741.659973104	539252.397024143	618330.638702396	515914.866478852	421551.874549233	395696.715104175	382510.306725551	319003.497757249
M239T520	232943.16052053	3288306.02330295	232720.758265451	24650.7994464935	2237925.32251743	2481155.46517587	1259271.14021449	993286.309163765	1266872.33606021	1249222.96587606	730920.363039979	2386625.72175958	1449510.1021067	418962.483482666	492354.450798151	867992.23766595	2046065.09851113	71793.8277841031	6182.18940009508	865015.612595251	1749665.60399218	1942370.77745303	1988849.69445291	1960170.27894906	1886504.07408125	1655493.74887414	1465457.50383339	1390204.9914084	1223714.37055328	955533.452231157
M240T310	435375.955785756	1955040.21903351	3905977.54675811	2733762.73034103	3140737.92771857	2496505.64527879	3180822.88625065	4091778.4446875	1067115.9111849	993462.905601253	2395761.59705704	2407737.44297204	3246283.0157787	1527564.51186277	713897.802271963	378647.520589744	793517.454268396	143865.270477634	2474487.07833958	751109.515933491	3540103.57478283	3110103.15718411	3095044.66321958	2666490.31536276	3005537.56653236	2150406.90705888	1922214.48257171	1688720.06850246	1429828.81436646	1018607.88648769
M240T420	88367.4449316168	1000592.03881007	225900.410192716	185573.530962085	1465975.71740304	459497.209604004	660297.856776458	235389.043577672	365058.3078755	215669.488733887	196767.379617187	358662.810217071	1295059.20377837	219954.331767428	812830.611099302	229541.436584575	415522.146434827	57281.3243637695	281951.116676039	105734.035374199	614804.818386761	537469.724572451	574754.1849874	595193.009851506	545952.462372635	455279.228899533	441922.848835156	279478.225565533	270480.469421057	242129.488157352
M241T347	2240603.19507249	7490001.89555379	2655264.2596207	549654.668499023	4205664.77394336	4931975.14170294	5806008.1064275	884665.223147367	8266294.49715797	2885177.37860051	4836246.52500041	4477876.8804051	19148977.7070521	4817284.92967236	5118720.30281744	4057529.22062732	4432924.12353036	513577.811436819	5809536.65257247	740762.233367508	6621854.48289877	6889690.19261629	6658197.51347265	6680334.03717988	6616776.90260042	5995261.33821926	5214858.47631872	4459539.39871785	4159146.50417927	2982985.09294773
M242T302	559751.535370427	9061967.69135729	312576.274859208	253322.874125854	16812241.9715308	379708.657680152	6200522.86620385	469209.651865845	1179605.7159342	5572896.06160265	1164375.33227952	15190072.3002483	13288957.9543228	4243732.57896192	3286032.2117476	1519145.70867542	408606.690553262	221814.034224735	8760702.32858712	230129.712963307	5776048.7418228	5742666.49422978	5684182.25063555	5484794.37658562	5910798.94690714	4594420.08096119	4127489.37200395	3832442.44240458	2911921.51817041	2292287.08365417
M243T416	7318791.52082886	17748820.5165369	8575139.54997656	8477476.19686816	16581473.0925783	17946983.1738761	8796720.31817908	5635082.9099711	17214316.9197223	6822331.94569819	5336063.52967416	5923964.3260293	16858703.7171287	8937460.22878451	9969008.05960631	8605524.0301701	3635175.3735537	2648433.72949553	5482503.33573141	3320237.30120517	10949181.6365322	11330790.3394984	11283384.1820124	11499552.9098726	10430610.3958529	8866053.49519614	8574021.72903646	7394385.72662329	6610793.08588486	5623536.84574045
M243T332	9062.00370244564	901802.450445023	408141.649829777	0	1394605.65717242	275803.089228993	1173896.05335667	1664034.18519314	928309.402330486	400276.479709401	2418693.79036001	7432114.45240661	1079246.69740645	302926.77151355	486700.915443178	108861.690715007	2127500.85600703	18900.1681012863	782548.935153664	84889.3757474432	999802.840079806	1052685.77152323	1076040.83607142	1134374.68409388	1124005.45989284	1058280.0038472	935972.693663659	816793.799290365	753128.823653876	619427.973509904
M243T367	1531950.18171424	10978271.5814716	1745958.0104338	159303.164891952	1682180.38511167	3903818.38111446	2920426.47353099	486924.317059648	6424650.95565894	1586988.43924457	2476062.24546284	3706049.42431506	13058486.685293	4912974.34446533	5240276.70799287	5287297.13951567	3728567.21114216	224736.105088688	6181179.06963866	794211.380826469	4498711.67509174	4044713.65696427	4496255.90875212	4355644.11232174	4459436.55051112	3463168.01390718	3614744.2821441	2985380.37382585	2730883.69994738	2231799.34425613
M244T187	210030.631275732	1858953.79649114	408580.433511604	345846.025188739	6404343.54427283	153636.513141113	1621639.58091268	524881.546260293	902391.264340439	504202.379731178	3891.33944225035	2139.64487376404	3700794.17293681	2603215.99106237	3439537.44527908	2874167.35783914	1417652.1044117	317839.30275354	417094.651814931	138614.736130345	1518380.79163376	1503619.38210385	1444433.29448182	1400011.23275946	1427925.09365605	1220189.33798019	1070166.47230446	944541.741467643	868883.8938409	622183.707039739
M244T415	869226.349490412	2264318.74256947	900629.846900631	1033470.42158896	2112243.63117949	2289625.70032461	987279.849866721	633119.908087949	2244810.77739572	851982.069125556	624313.269670731	540319.102941792	1834747.20330516	1028843.27652064	1280843.04716111	1066357.34532098	402573.745710225	299197.299000837	663805.757171149	403634.328389478	1223577.99251771	1320893.66915742	1230578.91179036	1366267.23725246	1233995.18031152	1124602.02129074	999678.006868332	919890.052077641	806387.162896313	715533.151723883
M245T348	394091.146550781	2872757.58311126	7102553.63169445	2413551.76456799	20641949.5045378	6753263.42162871	14795822.9016485	22362659.8818967	2169603.7355206	862393.798231191	11773292.887408	7308636.06618945	16865646.7276559	12352160.3252659	3393014.15729996	899091.940843389	8791208.76994973	295274.613850237	15459205.0881461	7469281.95873977	8088498.60670279	7871117.98957113	8164799.59330277	8774589.09296603	8581410.2381712	8045095.941309	7396376.16712319	6720448.18684178	6207769.67502917	4907496.7053406
M245T417	888955.12775423	3318973.65653681	1185922.58168852	1132031.11925602	2585955.7017923	2229392.87449557	824411.65478014	452860.934747025	2975260.12308748	725984.917678125	2517987.94469572	2249596.47023131	8380830.43800415	1624109.15595293	5538021.16352279	1514003.80016548	939921.143905971	501923.001464554	768711.689188735	690410.232881764	1596010.40436011	1680008.75314636	1639229.13279803	1666617.89223935	1585205.76384949	1418730.80475145	1245326.00677612	1116934.26654692	1019967.65777128	834663.504386717
M246T305	112520.666940897	425764.857118188	837739.198956829	33314.6527445228	1365145.58959302	402522.403232249	1096621.69717106	1525720.86385669	2164266.12625815	14495539.1893168	817714.975716937	510953.036219595	1151125.16755109	791940.098092261	286233.362536783	902113.916038015	957604.10269444	108383.531683564	769808.17426204	475636.146649309	504018.644212707	515042.483024475	2449554.53519648	2428851.5939171	550085.44272116	448129.648819707	2174705.61057701	349540.635263532	298070.438180106	225846.915755748
M247T303	449861.194250487	8438607.73265478	5584209.81576655	518836.848525436	4653831.37928413	8246667.82318415	6319753.16011111	3640152.87239583	21339653.9347322	1388339.70480216	3875980.50030488	2928022.28027389	6075308.66148627	3062950.95527366	3185274.04042953	13824586.3672113	5358944.09175997	629398.466640373	3421087.43259786	2954884.48268129	6392374.43125804	6323180.83265642	6779775.72473558	6925145.07916833	7533978.36844685	6192690.20807283	5777797.64867653	5506497.09365595	4547271.35779572	3652478.33967128
M248T326	236695.884206606	1288160.88085547	1937889.41487448	191970.308763927	3936626.81023334	1742310.16774461	1797130.3902178	431778.654764649	1475571.85540248	415312.023555528	1518478.99152451	1938571.32096277	2276840.68303359	1394396.45469965	1446674.1742711	775636.278542301	1172385.1281573	222670.479490421	2058336.98398062	184976.947831626	1574487.29232933	1556998.51250462	377577.387822088	1571390.79067293	1500364.9739255	1298486.71627851	1166924.44198508	967589.044839553	845428.233066466	676714.167851182
M249T49	1244984.88891661	360393.091324004	581838.285586114	1287605.97557386	293282.165124872	332281.70851305	268097.122394587	714035.875582253	316367.333808796	723282.842256677	191022.1460245	408814.257021835	211702.759025419	220042.84031043	252771.237848369	192288.625435456	209677.69269456	1171243.3518095	121614.545423915	766439.416766125	322880.618167855	348592.09987729	308885.706551233	282068.765370954	300527.841014732	259366.792920182	221671.501368783	209314.136919812	207713.49894335	172343.475721851
M250T357	444010.575053211	1904854.7669782	3194822.25713527	522353.280383556	1949632.60742353	7908342.35298799	5089867.40337335	4067651.10917995	2778396.89619986	816130.788601387	3830494.56197038	3523706.93425332	3771993.41104412	1448646.17754026	1053635.25614319	2038692.43665527	2688243.15780871	716882.021501913	2520599.58912637	613188.63801518	3384967.62785023	3192089.00042312	3302554.23576562	3094325.79329163	3171970.33739112	2688504.23170785	2543491.11375335	2175726.98181025	2094963.40653174	1585714.30534924
M253T53	134524.157048785	143307.817830586	222536.606587739	352332.198682107	178582.832646909	194705.637029197	148839.683799327	61842.1742107852	176042.734013286	162859.364321038	83708.1122841582	118056.548084745	173293.904800338	114518.047178828	199113.716069266	91556.1553801565	118539.538605131	81540.0984277985	31871.6704288446	86248.7158739436	148569.995490006	158709.225178912	166219.542577699	154028.520170877	168041.515421365	116560.786347665	125595.298403824	107784.31466127	107678.203083942	81177.7709120038
M253T299	384863.892706564	1823699.51931298	319500.172828646	123293.783210721	3398869.91613867	1106673.66531737	1434741.58840877	1146572.71285375	2972234.48478907	552506.379030096	769970.962540994	1972249.58823582	176614.988599317	2080573.41623789	2023113.64385076	1737568.38259424	1226422.87149658	622662.168199532	1674853.68587289	357361.491904717	1880592.69303711	1838533.02661441	1921273.97371607	1760446.12127595	1864993.91463702	96291.84919415	1400385.64134069	1258305.34559963	902318.808031714	828155.456625538
M255T66	3662749.89859689	5084141.73023619	3150540.56001153	2588833.64302259	5023930.37033228	2963529.73361032	2285973.75894153	2938176.4823964	5557839.92687611	1240859.42503623	1424295.2514489	2957473.86426646	8810772.75880041	6319938.13793994	5861088.84967999	1801348.02262672	2863868.712676	3536028.41447935	4299607.37088398	2061788.89883802	3625081.46015566	4329145.01160972	4081858.0482952	4433257.78315469	4352215.22208399	3949873.92716101	3850416.64739857	3673489.70317386	3332869.46583407	2606069.47307688
M255T385	1915639.94499982	8632439.72927096	1755877.57486323	277534.276312721	1898077.33131976	2296423.62746686	2677190.71762424	356679.705277778	2973461.07330043	1925916.00928076	2475039.85069483	2359719.25203451	12338993.5215495	3078896.93667271	2132529.44665085	1707136.52756045	1522993.61837126	125552.363697925	1422573.66939357	482205.850501034	3853578.22303384	3851618.40866044	3771778.51505859	3185000.68368409	3111308.11826183	2453904.28900854	2255209.70043039	1729541.53601737	1340629.72016408	999242.517935574
M256T56	358080.485028378	909037.34132959	355773.3687623	237626.078848214	722454.435586925	666195.496027578	536440.558943509	274151.393300635	834773.417811458	297896.309541481	435225.730682373	697911.918164453	699264.755817243	697168.036291996	595861.027784912	807249.627132974	529613.94117844	294120.926903197	454621.424910963	191743.336941912	668197.891915449	650532.717918988	700706.429670983	692656.135916926	718227.123115423	647541.395615966	625405.178222021	544239.805511261	538222.697929708	412909.360090865
M257T81	827033.861559596	659035.441441167	847729.244288693	281050.35288373	967162.958019579	1380026.01975354	943717.60403916	428453.793154394	704591.942744476	794399.849012767	591701.397241094	584674.268659582	554086.237776842	421219.601458183	521934.570653507	334341.030216663	354196.815102911	214242.382361215	301372.617243862	190643.277553302	881413.966208823	886948.996634766	869180.582109101	808520.977201999	786417.906373572	552658.361508803	540634.912798934	420834.985744259	361925.944519812	245273.338738487
M257T402	1057337.37146866	5605299.64173602	766979.734858074	32787.0223344727	939127.198468752	1797336.79921852	1300347.24744111	1419855.7032493	2559530.31620521	621839.668870406	1476212.06415103	1617349.34869227	7980856.05011468	3484394.60510678	2338965.78702851	1743737.6115261	1689731.15921482	73120.6221562434	3244583.59016738	352763.658421397	2128470.21329216	2197623.41797563	2271173.15187446	2325051.74406765	2256041.1521291	1915534.13729673	1702544.64164944	1599167.7430677	1470531.68690921	1106326.67998973
M258T282	30314.3739819931	1842450.465614	106956.758366199	58354.441540051	4251267.23285108	85931.6886188785	2217276.0505117	88683.1380489256	1008805.39244799	1029213.91879444	202469.305277544	5112123.60359934	2068996.04295856	914178.818597385	419824.902337409	179811.248078509	255716.743294169	26099.1897354421	2901850.7650737	13414.7285305302	1083982.50089421	1067604.43692387	1045208.8474562	1130336.32953931	1193312.31750773	884372.683309296	889526.604294305	791971.816033455	624297.333798298	518587.173874524
M259T340	80033.2982049419	722355.567124735	2372353.05409739	39513.5895961915	1291007.76363506	3675087.71149768	6282781.41850573	5089295.83679322	899957.940783861	171877.459346633	13695920.6179714	11094446.4160688	1758504.3737157	314127.305123559	1453000.61175014	397955.122911823	9815301.34333534	65773.647641684	892773.229157006	259070.696020615	3499957.03538522	3694935.12682389	3612143.88372569	4198496.5210124	4203454.75095642	4175989.14912618	3775733.16967708	3401913.64817148	3264756.93188034	2560037.27974064
M259T363	266619.651141769	1114722.39394928	2512156.50068032	198104.311492097	1588960.40210023	765084.512242343	920418.234937944	316417.450357577	1149782.72550262	436564.381836121	607055.914168338	16820850.2249473	3504843.73983358	861282.030436499	1365999.86571045	1003861.16908851	332356.897696815	563908.751899988	5029673.00501939	342879.747191351	993810.325437434	956480.199496877	1021610.49577131	994841.715565961	999917.423451453	850204.417437036	806025.69934781	701812.313543095	669318.791419988	543428.19443895
M260T156	3149261.76012793	16659901.4439525	6551040.39303289	1373080.65427002	21514726.8054397	10152610.6178	10865454.8535703	3937589.62889702	11396885.2941645	2946392.42017532	9179165.01283551	18070171.9899128	12326064.505384	14528921.3131033	14261664.8609438	8844952.39573337	9221880.17430953	1903591.26395132	14788650.2563986	1449735.28153644	12268065.2483841	12228247.1595781	12557254.7046928	12092026.7957262	12398641.966236	10386265.3094946	9321687.68439487	8543989.54466751	7630048.5771836	5775588.48084
